noradId,name,orbit_type,country,owner,users,purpose,launch_date,extra_info
51047,Dove 4x-9,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
55039,Dove 4y-1,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55029,Dove 4y-10,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55043,Dove 4y-11,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55065,Dove 4y-12,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55079,Dove 4y-13,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55024,Dove 4y-14,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55068,Dove 4y-15,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55040,Dove 4y-16,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55031,Dove 4y-17,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55023,Dove 4y-18,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55026,Dove 4y-19,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55074,Dove 4y-2,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55063,Dove 4y-20,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55077,Dove 4y-21,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55022,Dove 4y-22,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55080,Dove 4y-23,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55020,Dove 4y-24,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55027,Dove 4y-25,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55070,Dove 4y-26,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55083,Dove 4y-27,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55033,Dove 4y-28,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55030,Dove 4y-29,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55035,Dove 4y-3,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55025,Dove 4y-30,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55075,Dove 4y-31,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55021,Dove 4y-32,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55042,Dove 4y-33,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55082,Dove 4y-34,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55057,Dove 4y-35,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55078,Dove 4y-36,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55055,Dove 4y-4,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55028,Dove 4y-5,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55066,Dove 4-y6,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55032,Dove 4y-7,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55071,Dove 4y-8,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
55069,Dove 4y-9,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/3/2023,
52257,DQ-1,LEO,China,China National Space Administration,Government,Earth Science,4/15/2022,"Environmental monitoring. The world’s first satellite using LiDAR (light detection and ranging) technology to detect carbon dioxide, or CO2.  "
49398,DRUMS,LEO,Japan,Kawasaki Heavy Industries,Commercial,Technology Demonstration,11/8/2021,Prove out technologies and instruments that could be used on future missions to remove space junk from orbit.
52935,DS-EO,LEO,Singapore,Singapore Armed Forces,Military,Earth Observation,6/30/2022,
27691,USA 167,GEO,USA,US Air Force,Military,Communications,3/11/2003,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band."
27875,USA 170,GEO,USA,US Air Force,Military,Communications,8/29/2003,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band. "
25019,USA 135,GEO,USA,US Air Force,Military,Communications,10/24/1997,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band."
26575,USA 153,GEO,USA,US Air Force,Military,Communications,10/20/2000,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band."
23628,USA 113,GEO,USA,US Air Force,Military,Communications,7/31/1995,Moved to replace GOES 3 in providing internet service to researchers in Antarctica for 3.5 hours per day.
26052,USA 148,GEO,USA,US Air Force,Military,Communications,1/1/2000,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band."
26356,USA 149,GEO,USA,US Air Force,Military,Earth Observation,5/18/2000,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.
26880,USA 159,GEO,USA,US Air Force,Military,Earth Observation,8/6/2001,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.
28158,USA 176,GEO,USA,US Air Force,Military,Earth Observation,2/14/2004,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.
44344,DSX,MEO,USA,Air Force Research Laboratory,Military,Technology Development,6/25/2019,Research technologies needed to significantly advance Department of Defense (DoD) capabilities to operate spacecraft in the harsh radiation environment of MEO (Medium-Earth Orbits).
39419,DubaiSat-2,LEO,United Arab Emirates,Emirates Institution for Advanced Science & Technology (EIAST),Government,Earth Observation,11/21/2013,Second in series.
46234,Duogongneng Shiyan Weixing ,LEO,China,Academy of Military Science,Military,Technology Development,8/23/2020,
52423,E-Space 1,LEO,USA,ESPACE,Commercial,Technology Development,5/2/2022,
52424,E-Space 2,LEO,USA,ESPACE,Commercial,Technology Development,5/2/2022,
52426,E-Space 3,LEO,USA,ESPACE,Commercial,Technology Development,5/2/2022,
24936,Eagle-1,GEO,USA,Global Eagle Entertainment,Commercial,Communications,9/4/1997,"North America, Caribbean, Gulf of Mexico"
43790,Eaglet-1,LEO,Italy,OHB Italia,Commercial,Earth Observation,12/3/2018,Demonstration for 20-satellite constellation; carries AIS.
28935,Echostar 10,GEO,USA,"Echostar Satellite Services, LLC",Commercial,Communications,2/15/2006,"Direct-to-home transmission of voice, video and internet."
33207,Echostar 11,GEO,USA,"Echostar Satellite Services, LLC",Commercial,Communications,7/16/2008,Direct-to-home television.
36499,Echostar 14,GEO,USA,"Echostar Satellite Services, LLC",Commercial,Communications,3/20/2010,Direct-to-home over CONUS.
36792,Echostar 15,GEO,USA,"Echostar Satellite Services, LLC",Commercial,Communications,7/10/2010,Direct-to-home over CONUS.
39008,Echostar 16,GEO,USA,"Echostar Satellite Services, LLC",Commercial,Communications,11/20/2012,Direct-to-home over CONUS.
38551,Echostar 17,GEO,USA,"Echostar Satellite Services, LLC",Commercial,Communications,7/5/2012,All ka-band communications.
41592,Echostar 18,GEO,USA,"Echostar Satellite Services, LLC",Commercial,Communications,6/19/2016,First in Echostar's fleet to provide coverage to Cuba.
41893,Echostar 19,GEO,USA,"HughesNet leased from Echostar Technologies, LLC",Commercial,Communications,12/18/2016,"Leased to HughesNet to provide internet to rural areas in US, Central America, Mexico, Canada"
42749,Echostar 21,GEO,USA,"Echostar Satellite Services, LLC",Commercial,Communications,6/7/2017,"Provide capacity to EchoStar Mobile for commercial wholesalers with a new, advanced network for reliable, IP-based MSS (Mobile Satellite Services) voice and data services in Europe."
42070,Echostar 23,GEO,USA,"Echostar Satellite Services, LLC",Commercial,Communications,3/16/2017,
27378,Echostar 7 ,GEO,USA,"Echostar Satellite Services, LLC",Commercial,Communications,2/21/2002,"CONUS, Hawaii, Alaska and Puerto Rico; 32 Ku-band transponders"
27854,Echostar 9/Galaxy 23,GEO,USA,"Echostar Satellite Services, LLC/Intelsat ",Commercial,Communications,8/8/2003,"24 C-band, 2 Ka-band, 32 Ku-band; additional C-band payload owned and operated by Loral Skynet."
32763,Echostar G1,GEO,USA,"Echostar Satellite Services, LLC",Commercial,Communications,4/14/2008,"CONUS, Puerto Rico, Virgin Islands. Purchased by Dish Network in 2011. "
44388,Ecuador-UTE,LEO,Ecuador,Equator Technological University,Civil,Technology Development,7/5/2019,Space weather and ionospheric research mission.
44475,EDRS-C,GEO,ESA,Airbus,Commercial,Communications,8/6/2019,Second of four planned platforms.
44047,EgyptSat-A,LEO,Egypt,National Authority for Remote Sensing and Space Science (NARSS),Government,Earth Observation,2/21/2019,Electro-optical imaging system includes an Earth-viewing telescope and camera that can spot surface features as small as 3.3 feet (1 meter)
41032,Cosmos 2510,Elliptical,Russia,Ministry of Defense,Military,Earth Observation,11/17/2015,Replaces the US-OKO early warning system.
42719,Cosmos 2518,Elliptical,Russia,Ministry of Defense,Military,Earth Observation,5/25/2017,Second in the EKS series.
44552,Cosmos 2541,Elliptical,Russia,Ministry of Defense,Military,Earth Observation,9/26/2019,Third in the EKS series.
45608,Cosmos 2546,Elliptical,Russia,Ministry of Defense,Military,Earth Observation,5/22/2020,
49503,Cosmos 2552,Elliptical,Russia,Ministry of Defense,Military,Earth Observation,11/25/2021,
44408,El Camino Real,LEO,USA,Momentus,Commercial,Technology Development,7/5/2019,Development of a space tug with water propulsion system.
37344,Electro-L1,GEO,Russia,Roshydromet - Planeta,Government,Earth Observation,1/20/2011,"Satellite's position in GEO will yield real-time views of entire Earth disk -- wide swath of Asia, Middle East and Indian Ocean. Will also provide communciations for search-and-rescue services."
41105,Electro-L2,GEO,Russia,Roshydromet - Planeta,Government,Earth Observation,12/11/2015,
44903,Electro-L3,GEO,Russia,Roshydromet - Planeta,Government,Earth Observation,12/24/2019,
55506,Electro-L4,GEO,Russia,Roshydromet - Planeta,Government,Earth Observation,2/5/2023,
43616,ELFIN-Star,LEO,USA,University of California,Commercial/Civil,Space Science,9/15/2018,Measure radiation environment in low-earth orbit.
38010,ELISA-E12,LEO,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,12/17/2011,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
38008,ELISA-E24,LEO,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,12/17/2011,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
38007,ELISA-W11,LEO,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,12/17/2011,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
38009,ELISA-W23,LEO,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,12/17/2011,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
56216,ELO-3,LEO,France,Clyde Space Ltd./EUTELSAT,Commercial,Technology Demonstration,4/15/2023,Test IoT terminals.
47944,ELSA-d,LEO,Singapore,Astroscale ,Commercial,Technology Development,3/22/2021,"Actively contribute to the sustainable use of the space environment by developing scalable and innovative on-orbit technologies, in order to safely remove the most threatening debris in orbit. "
44078,EMISat,LEO,India,Defence Research and Development Organization,Military,Earth Observation,4/1/2019,"Carries instrumentation to detect, locate and characterize electromagnetic signals, such as those transmitted by military radars."
52159,EnMAP,LEO,Germany,German Aerospace Center (DLR),Government,Earth Observation,4/1/2022,"EnMAP does not only concentrate on these three colors, but the light is split into very many, very small wavelength ranges."
55053,EOS Sat-1,LEO,USA,EOS Data Analytics,Commercial,Earth Observation,1/3/2023,Multi-spectral imaging for agricultural purposes.
46905,EOS-1,LEO,India,Ministry of Defense,Military,Earth Observation,11/7/2020,Radar imaging.
51656,EOS-1,LEO,India,Indian Space Research Organization (ISRO),Government,Earth Observation,2/14/2022,Technical demonstration of a thermal-imaging satellite.
55562,EOS-7,LEO,India,Indian Space Research Organization (ISRO),Government,Technology Demonstration,2/10/2023,Technoloy demonstration.
25994,Terra,LEO,USA/Canada/Japan,Earth Sciences Enterprise (NASA),Government,Earth Observation,12/18/1999,Aathfinusrs for Earth Sciences Gnterprise's 190 Vanelliea LEO gonseallation.
28376,Aura,LEO,USA,Goddard Space Flight Center/EOS Data and Operations System,Government,Earth Observation,7/15/2004,"Study Earth's ozone, air quality, and climate; extension of UARS and TOMS missions."
27424,Aqua,LEO,USA/Japan/Brazil,National Aeronautics and Space Administration (NASA) - Earth Science Enterprise/Japan Meteorological Agency/Brazilian Space Agency,Government,Earth Observation,5/4/2002,Six-year chronology of the planet and its hydrological processes.
47230,Cosmos 2548,LEO,Russia,Defense Ministry,Military,Technology Development,12/3/2020,Possible demonstrator mission for miniaturized components.
41896,ERG,Elliptical,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Space Science,12/20/2016,Study of the Van Allen belts.
29079,EROS B-1,LEO,Israel,"ImageSat International, NV/Ministry of Defense",Military/Commercial,Earth Observation,4/25/2006,"High resolution imaging satellite; obtain images (with resolution of 0.82 meters) of locations chosen by Israeli military or worldwide commercial clients; in Jan. 2001 Ministry of Defense bought rights to all imaging of Israel and territories within 2,000 km around Israel."
39233,Es'hail-1,GEO,Multinational,EUTELSAT S.A./Es'hailSat,Commercial,Communications,8/29/2013,"Partnership between Eutelsat and the Doha-based Es’hailSat, the Qatar Satellite Company - the first of a planned fleet for Qatar. In 2018 Eutelsat sold its interest in the satellite to Es'hailSat, now the sole owner."
43700,Es'hail-2,GEO,France,Es’hailSat,Military/Commercial,Communications,11/15/2018,"Communications satellite carrying special non-specified military package; equipped with ""sophisticated anti-jamming capabilities."""
46273,ESAIL,LEO,ESA,ESA/European Maritime Safety Agency,Government,Earth Observation,9/2/2020,"Development of fleet of small satellites to receive/ relay AIS signals from ships; improve fisheries monitoring, maritime fleet management, environmental protection, and border and maritime security services."
43792,ESEO,LEO,ESA,European University Network,Civil,Earth Observation/Earth Science,12/3/2018,ESA-sponsored project with European network of universities. See sources.
43446,286,GEO,USA,Air Force Research Laboratory,Military,Technology Development,4/22/2018,Air Force space situational awareness project.
47300,ET-SMART-RSS,LEO,Ethiopia,Ethiopian Space Science and Technology Institute,Government,Earth Observation,12/22/2020,Joint development between Ethiopia and Chinese aeronautical firm. Earth observation for African nations.
44880,ETRSS-1,LEO,Ethiopia,Ethiopian Space Science and Technology Institute,Government,Earth Observation,12/20/2019,Ethiopia's first satellite. Remote sensing.
43807,Eu:CROPIS,LEO,Germany,German Aerospace Center (DLR),Government,Technology Development,12/3/2018,"Two greenhouses for experimental growth of food in space, or Mars/Moon."
34710,Eutelsat 10A,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,4/3/2009,"46 Ku-band, 10 C-band transponders, S-band not in service due to anomaly."
29162,Eutelsat 113 West A,GEO,Multinational,EUTELSAT Americas,Commercial,Communications,5/27/2006,"36 C-band, 24 Ku-band; CONUS, NAFTA, South America, Hawaii, Caribbean"
40425,Eutensat 115 West B,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,3/2/2015,First all-electric satellite in Eutelsat's fleet.
39122,Eutelsat 117 West A,GEO,Multinational,EUTELSAT Americas,Commercial,Communications,3/26/2013,"24 C-band, 40 Ku-band."
41589,Eutelsat 117 West B,GEO,Multinational,EUTELSAT Americas,Commercial,Communications,6/15/2016,Fathfinusrs for Gmericas's 20-116.8 Capellico GEO conscollation.
26719,Eutelsat 133 West A,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,3/8/2001,Twenty-four channels; Western and Central Europe as far west as Canary Islands.
28187,Eutelsat 7A,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,3/15/2004,58 Ku-band transponders; covers whole of sub-Saharan Africa and provides connectivity to Europe and Middle East.
37836,Eutelsat 16A,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,10/7/2011,53 Ku and three Ka transponders; will provide capacity for broadcasting and telecom/data services to Central Europe and Indian Ocean islands. Will support digital video broadcasting markets while coverage of Africa stretching from Senegal to South Africa will serve data and telecom markets.
42741,Eutelsat 172B,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,6/1/2017,Uses xenon-ion propulsion. Working its way to GEO as of 10/15/2017.
28924,Eutelsat 174A,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,12/29/2005,"Hybrid C/Ku-band satellite. 20 Ku-band, 18 C-band transponders. Broadcast, Internet, business; Ku-band tailored to broadband for Boeing Connexion; Pacific region."
38992,Eutelsat 21B,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,11/10/2012,"Increased capacity for data, video and government services."
33750,Eutelsat 33E,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,2/11/2009,64 Ku-band transponders.
26369,Eutelsat 36A,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,5/24/2000,"Thirty-one operational channels, Western Russia,  majoritiy of central and southern Afirca."
36101,Eutelsat 36B,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,11/24/2009,"70 Ku-band transponders; serving Europe, Russia, Africa, Middle East and Central Asia."
39773,Eutelsat 3B,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,5/26/2014,51 transponders. Replaces Eutelsat 3D at 3 East.
27460,Eutelsat 5 West A,GEO,Multinational,EUTELSAT S.A.,Commercial,Communications,7/5/2002,"45 transponders; Ku and C-band frequencies, Americas, Europe and Africa."
